gene,tda_importance,tda_importance_norm,tda_rank,Gene,Mean_Normal,Mean_Tumor,Log2FC,T_Stat,P_Value,PB_Corr,Abs_PB_Corr,abs_pb,euclidean_rank,category
CD47,406.06311872893275,0.1248047649075218,98,CD47,84.740746,65.03719,-0.4604864,-7.538655750859086,4.114692987686289e-12,-0.1767519232820122,0.1767519232820122,0.1767519232820122,7225,B_tda_only
PRKCZ,402.59659533974605,0.12373931814154088,99,PRKCZ,11.274399,17.245737,0.79040456,6.884323212922535,2.927611184834282e-10,0.3032006112548744,0.3032006112548744,0.3032006112548744,3174,B_tda_only
CDH10,396.8703309294929,0.1219793329309731,100,CDH10,0.17877276,0.3007384,-0.093816854,-3.67683804808588,0.00030498756882,-0.0665390503963204,0.0665390503963204,0.0665390503963204,13640,B_tda_only
PDP1,395.7199074290076,0.12162574668317105,101,PDP1,34.7878,28.795073,-0.42673397,-6.634447884978858,4.396120961809339e-10,-0.1384636688128812,0.1384636688128812,0.1384636688128812,9122,B_tda_only
DBI,393.1665830955652,0.1208409744926667,102,DBI,315.39755,292.30725,-0.25521564,-4.717809767158744,4.919992270103073e-06,-0.095555110538562,0.095555110538562,0.095555110538562,11615,B_tda_only
APRT,390.38303841485015,0.11998544336101982,103,APRT,198.58728,273.48874,0.38264847,6.706133924164775,3.4521400182594167e-10,0.1502697627721734,0.1502697627721734,0.1502697627721734,8514,B_tda_only
YBX1,388.4560859115205,0.11939318850438864,104,YBX1,370.8061,333.565,-0.3334961,-8.754050045576614,2.9271596612904557e-16,-0.1339992181281075,0.1339992181281075,0.1339992181281075,9363,B_tda_only
HNRPDL,387.11644513102084,0.11898144573593888,105,HNRPDL,156.99992,117.4301,-0.43084717,-10.854482885521485,2.0919647243056843e-20,-0.2700175308735291,0.2700175308735291,0.2700175308735291,4012,B_tda_only
ARF4,387.05141689846226,0.11896145910602227,106,ARF4,249.5685,349.4406,0.4369068,11.599095564321276,5.255881194923174e-23,0.2449905680022841,0.2449905680022841,0.2449905680022841,4695,B_tda_only
ARPC3,385.5403710366635,0.11849703445170597,107,ARPC3,230.4841,348.13635,0.55114603,17.072623544000194,2.3262612301496206e-38,0.3391194780259062,0.3391194780259062,0.3391194780259062,2453,B_tda_only
CCT8,385.2724323517168,0.11841468266194216,108,CCT8,215.98122,297.65628,0.39184046,12.628219202654972,2.7323657870407284e-27,0.2192592683759192,0.2192592683759192,0.2192592683759192,5501,B_tda_only
SRSF12,383.57524478448465,0.11789304677440968,109,SRSF12,1.2207032,1.1740485,-0.3184188,-6.259652846521303,2.386977273363695e-09,-0.1127503689481332,0.1127503689481332,0.1127503689481332,10530,B_tda_only
KDM4B,381.24230780606365,0.11717601132423804,110,KDM4B,36.079674,74.44144,0.79805183,10.807289238027824,3.670376771164917e-21,0.2117296888438943,0.2117296888438943,0.2117296888438943,5779,B_tda_only
CTNNB1,380.36446454796896,0.11690620346334414,111,CTNNB1,497.96646,383.6414,-0.43271255,-7.186843755482624,3.1386956787642085e-11,-0.1764544152953931,0.1764544152953931,0.1764544152953931,7236,B_tda_only
HEATR7A,373.88969183978963,0.11491616189492139,112,HEATR7A,4.3454866,6.849123,0.44053793,8.279544408253503,4.1052390553036275e-14,0.1739764878985724,0.1739764878985724,0.1739764878985724,7364,B_tda_only
CHMP6,370.3831704110513,0.11383842160684313,113,CHMP6,34.19915,39.372093,0.121174335,2.667070072430063,0.008401756036337,0.0555513792724794,0.0555513792724794,0.0555513792724794,14531,B_tda_only
NFKBIE,363.7199594835831,0.11179046296451435,114,NFKBIE,11.5145645,22.888779,0.8883984,13.209874628447464,2.8381237590361177e-26,0.3436033071248775,0.3436033071248775,0.3436033071248775,2385,B_tda_only
DNAJB12,362.61021602769256,0.11144937985518488,115,DNAJB12,42.38848,41.684208,-0.06849623,-2.417299430682623,0.0166223283944249,-0.0464632831113559,0.0464632831113559,0.0464632831113559,15375,B_tda_only
ACTR2,362.08458685368834,0.11128782609059903,116,ACTR2,179.0971,235.382,0.33392096,7.429216319224328,6.170065675806653e-12,0.1612584659267142,0.1612584659267142,0.1612584659267142,7960,B_tda_only
VPS8,362.000855110775,0.11126209087849134,117,VPS8,24.50423,25.452848,-0.0112018585,-0.2895218396200497,0.7725334167221705,-0.0059241496660886,0.0059241496660886,0.0059241496660886,20161,B_tda_only
PRG3,359.6885348120544,0.11055139202907094,118,PRG3,0.0310727,0.01214251,-0.021358479,-1.6179003395967635,0.1083215937219162,-0.0723409380755726,0.0723409380755726,0.0723409380755726,13202,B_tda_only
CNEP1R1,358.1716123651077,0.11008516118799694,119,CNEP1R1,17.256453,13.770122,-0.35843992,-9.653057979509924,9.141459885451424e-18,-0.2002193624731817,0.2002193624731817,0.2002193624731817,6211,B_tda_only
SV2A,356.2202830944188,0.10948541405595545,120,SV2A,4.9961724,3.5781112,-0.64920723,-7.54666500091249,4.680370952271134e-12,-0.190270406441793,0.190270406441793,0.190270406441793,6617,B_tda_only
ZFR2,352.90010198173013,0.10846494604468522,121,ZFR2,0.09861774,0.35233223,0.10450995,5.372674207032774,9.627190689006637e-08,0.05566887641878,0.05566887641878,0.05566887641878,14516,B_tda_only
NDUFV1,350.824336535406,0.10782695306629661,122,NDUFV1,161.90051,167.42929,-0.042873383,-0.7968073533244838,0.426768356344957,-0.0179868539686194,0.0179868539686194,0.0179868539686194,18669,B_tda_only
EIF4E1B,348.9385111944707,0.10724733877118701,123,EIF4E1B,0.031793,0.53727335,0.26107502,12.154190856255555,3.673667993945663e-32,0.1159286353960906,0.1159286353960906,0.1159286353960906,10354,B_tda_only
TMCO1,348.0006072296091,0.10695907106490826,124,TMCO1,58.307545,100.60316,0.70376587,20.62041732354531,9.64669636083566e-51,0.3528324243740518,0.3528324243740518,0.3528324243740518,2216,B_tda_only
EIF3K,345.9358578964304,0.10632446392322309,125,EIF3K,495.89346,423.89792,-0.30473518,-10.084977093951686,1.0183153499905454e-19,-0.1727340530327247,0.1727340530327247,0.1727340530327247,7424,B_tda_only
TMEM107,344.99585850845045,0.10603555218211921,126,TMEM107,17.506855,18.070148,-0.15501499,-3.6690492488085096,0.0003079543341588,-0.0627422409119093,0.0627422409119093,0.0627422409119093,13950,B_tda_only
SEPT5-GP1BB,341.15468323763,0.10485495499283506,127,SEPT5-GP1BB,0.7346447,1.1250852,0.20253223,4.861554573992525,2.635126477897273e-06,0.0994132314275039,0.0994132314275039,0.0994132314275039,11344,B_tda_only
SFRP4,339.94466983775885,0.10448305360376386,128,SFRP4,156.14832,109.2158,-0.8436923,-5.957745620869996,1.7323865363132094e-08,-0.1403229267337008,0.1403229267337008,0.1403229267337008,9025,B_tda_only
